Source	Target	Weight_Source_Target	Weight_Target_Source	Annotation
heartburn	symptom	13	17	TBD
heart	symptom	13	3	TBD
weight_gain	symptom	10	7	TBD
chronic_pain	symptom	14	3	TBD
symptom	ulcer	6	17	TBD
urinary_tract_infection	symptom	11	10	TBD
ibs	symptom	41	34	TBD
weakness	symptom	8	7	TBD
panic_attack	symptom	36	10	TBD
feeling	symptom	3	2	TBD
chronic_fatigue	symptom	4	2	TBD
anger	symptom	11	13	TBD
issue	symptom	6	3	TBD
syndrome	symptom	42	12	TBD
substance_abuse	symptom	9	2	TBD
symptom	hearing_loss	7	4	TBD
drug_use	symptom	6	2	TBD
addiction	symptom	9	3	TBD
kidney_infection	symptom	6	2	TBD
discontinuation_of_the_drug	symptom	3	4	TBD
serious_health_problem	symptom	3	4	TBD
dysmenorrhea	symptom	4	3	TBD
polycystic_ovarian_syndrome	symptom	4	2	TBD
heart_failure	symptom	21	6	TBD
hypersomnia	symptom	4	2	TBD
ectopic_pregnancy	symptom	3	5	TBD
severity	symptom	8	3	TBD
alcoholism	symptom	9	2	TBD
chronic_disease	symptom	9	4	TBD
dehydration	hypothermia	4	3	TBD
hypothermia	frostbite	5	3	TBD
destruction	global_warming	12	5	TBD
global_warming	effect	15	4	TBD
environmental_degradation	global_warming	4	15	TBD
global_warming	poverty	4	3	TBD
global_warming	emission	15	61	TBD
smog	global_warming	7	9	TBD
global_warming	increase_in_carbon_dioxide	5	14	TBD
co2_increase	global_warming	4	2	TBD
heat	global_warming	4	2	TBD
environmental_degradation	climate_change	4	19	TBD
climate_change	gas	3	7	TBD
climate_change	agriculture	6	8	TBD
climate_change	cloud	7	6	TBD
climate_change	poverty	4	2	TBD
poverty	crime	243	50	TBD
disease	poverty	55	143	TBD
poor_health	poverty	17	59	TBD
environmental_degradation	poverty	21	43	TBD
poverty	conflict	63	34	TBD
illness	poverty	20	42	TBD
disability	poverty	42	53	TBD
poverty	child_labour	49	14	TBD
poverty	obesity	31	12	TBD
poverty	deforestation	22	28	TBD
war	poverty	64	39	TBD
poverty	corruption	36	126	TBD
poverty	mental_illness	16	15	TBD
illiteracy	poverty	20	16	TBD
poverty	ill_health	21	9	TBD
poverty	child_labor	22	15	TBD
vulnerability	poverty	14	19	TBD
aid	poverty	27	35	TBD
drug_abuse	poverty	12	6	TBD
poverty	displacement	7	3	TBD
poverty	population_growth	26	45	TBD
poverty	hopelessness	9	4	TBD
lack_of_education	poverty	27	6	TBD
poverty	ill-health	9	4	TBD
poverty	ignorance	7	17	TBD
poverty	condition	24	12	TBD
depression	poverty	11	9	TBD
inequality	poverty	20	9	TBD
wealth	poverty	13	10	TBD
poverty	racism	13	18	TBD
political_instability	poverty	4	9	TBD
discrimination	poverty	26	8	TBD
communism	poverty	13	31	TBD
undernutrition	poverty	2	7	TBD
poverty	famine	6	2	TBD
poverty	deprivation	7	6	TBD
social_exclusion	poverty	15	9	TBD
tuberculosis	poverty	17	4	TBD
poverty	crisis	7	2	TBD
poverty	drunkenness	3	8	TBD
behavior	poverty	4	8	TBD
poverty	abortion	5	3	TBD
low_iq	poverty	4	10	TBD
human_right_violation	poverty	11	6	TBD
poverty	high_fertility	5	3	TBD
action	poverty	6	4	TBD
alcoholism	poverty	9	2	TBD
poverty	stigma	2	3	TBD
debt	poverty	7	2	TBD
climate_change	poverty	4	2	TBD
bad_behavior	poverty	2	3	TBD
poverty	rapid_population_growth	3	4	TBD
isolation	poverty	5	3	TBD
divorce	poverty	7	6	TBD
exploitation	poverty	9	2	TBD
global_warming	poverty	4	3	TBD
poverty	crime	243	50	TBD
problem	crime	20	50	TBD
violence	crime	10	16	TBD
gang	crime	5	7	TBD
anger	crime	8	2	TBD
drug_abuse	crime	22	43	TBD
injustice	crime	6	4	TBD
misery	crime	2	4	TBD
cancer	drug	35	66	TBD
urticaria	drug	4	3	TBD
problem	abuse	21	76	TBD
abuse	mental_illness	9	2	TBD
behavior	abuse	5	19	TBD
pain	abuse	7	23	TBD
stress	abuse	8	15	TBD
abuse	anger	9	3	TBD
alcoholism	abuse	4	8	TBD
homosexuality	abuse	3	10	TBD
abuse	condition	16	14	TBD
isolation	abuse	2	4	TBD
abuse	drug_use	11	7	TBD
osteoporosis	bone_loss	156	175	TBD
osteoporosis	loss_of_bone_density	8	20	TBD
osteoporosis	immobility	15	4	TBD
osteoporosis	bone_deterioration	4	2	TBD
osteoporosis	osteopenia	6	25	TBD
osteoporosis	weakened_bone	4	2	TBD
inflammation	osteoporosis	12	3	TBD
decreased_bone_density	osteoporosis	3	4	TBD
osteoporosis	weakening_of_bone	3	7	TBD
fracture	complication	13	4	TBD
fracture	injury	16	64	TBD
damage	fracture	7	2	TBD
damage	arthritis	8	36	TBD
inflammation_of_the_joint	arthritis	10	21	TBD
depression	arthritis	3	5	TBD
condition	arthritis	55	35	TBD
disease	arthritis	41	19	TBD
illness	arthritis	7	4	TBD
diabetes	arthritis	5	6	TBD
psoriasis	arthritis	60	53	TBD
inflammatory_bowel_disease	arthritis	5	3	TBD
joint_problem	arthritis	3	8	TBD
joint	arthritis	14	3	TBD
oxidative_stress	arthritis	6	2	TBD
chemotherapy	cancer	33	9	TBD
depression	hair_loss	18	41	TBD
anxiety	hair_loss	22	11	TBD
hair_loss	thinning_hair	5	4	TBD
severe_itching	hair_loss	3	7	TBD
dandruff	hair_loss	50	12	TBD
earthquake	tremor	8	4	TBD
earthquake	volcano	6	20	TBD
earthquake	explosion	10	14	TBD
earthquake	eruption	5	12	TBD
earthquake	wave	13	3	TBD
earthquake	force	10	5	TBD
earthquake	impact	3	8	TBD
tsunami	explosion	6	19	TBD
tsunami	impact	3	10	TBD
mental_retardation	autism	18	28	TBD
condition	autism	17	6	TBD
gi_problem	autism	5	17	TBD
genetic_disorder	autism	23	16	TBD
genetic_syndrome	autism	17	19	TBD
gene	autism	56	20	TBD
neurological_disorder	autism	23	9	TBD
chromosomal_abnormality	autism	3	2	TBD
problem	flood	10	29	TBD
natural_disaster	flood	9	15	TBD
erosion	flood	4	12	TBD
water	flood	9	3	TBD
thunderstorm	flood	9	2	TBD
mudslide	flood	2	6	TBD
storm	change	18	6	TBD
mesothelioma	irritation	3	11	TBD
hypotension	sepsis	3	4	TBD
complication	liver_failure	17	4	TBD
neglect	problem	63	15	TBD
neglect	condition	55	13	TBD
neglect	drug_use	2	8	TBD
neglect	substance_abuse	2	6	TBD
dehydration	fever	24	70	TBD
fever	symptom	37	10	TBD
pain	fever	20	10	TBD
sore_throat	fever	6	8	TBD
fever	diarrhea	8	7	TBD
exhaustion	fever	2	6	TBD
fever	nausea	6	2	TBD
fever	condition	10	39	TBD
encephalitis	fever	8	7	TBD
inflammation	fever	20	6	TBD
muscle_ache	fever	2	5	TBD
deep_vein_thrombosis	blood_clot	7	30	TBD
condition	blood_clot	17	13	TBD
heart_disease	blood_clot	7	8	TBD
varicose_vein	blood_clot	3	2	TBD
atherosclerosis	blood_clot	18	5	TBD
internal_bleeding	blood_clot	2	7	TBD
bleeding	blood_clot	2	4	TBD
hemorrhage	inflammation	8	3	TBD
global_climate_change	greenhouse_gas	11	25	TBD
weight_gain	diabetes	39	40	TBD
health_problem	weight_gain	8	33	TBD
depression	weight_gain	41	14	TBD
insulin_resistance	weight_gain	70	17	TBD
problem	weight_gain	19	23	TBD
pain	weight_gain	4	8	TBD
metabolic_syndrome	weight_gain	3	10	TBD
weight_gain	weight_loss	5	12	TBD
weight_gain	sleep_apnea	4	12	TBD
anxiety	weight_gain	14	5	TBD
weight_gain	medical_condition	12	45	TBD
weight_gain	symptom	10	7	TBD
high_cholesterol	weight_gain	10	4	TBD
increase	weight_gain	2	5	TBD
polycystic_ovarian_syndrome	weight_gain	27	9	TBD
side_effect	weight_gain	8	2	TBD
health_issue	weight_gain	5	2	TBD
weight_gain	fatigue	2	6	TBD
death	destruction	10	20	TBD
destruction	creation	12	9	TBD
destruction	global_warming	12	5	TBD
destruction	chaos	12	19	TBD
destruction	famine	4	3	TBD
disease	destruction	21	10	TBD
landslide	destruction	3	2	TBD
destruction	anger	2	8	TBD
evolution	change	22	11	TBD
evolution	diversity	11	7	TBD
revolution	evolution	6	3	TBD
virus	leukemia	23	5	TBD
virus	human_cancer	25	13	TBD
virus	hiv	19	5	TBD
virus	bacteria	10	9	TBD
intraocular_pressure	glaucoma	6	15	TBD
glaucoma	high_intraocular_pressure	6	2	TBD
death	blindness	10	17	TBD
darkness	blindness	3	6	TBD
problem	incident	22	43	TBD
action	incident	7	8	TBD
incident	accident	10	11	TBD
tension	incident	5	3	TBD
civil_war	incident	2	6	TBD
fire	incident	15	6	TBD
chain_of_event	incident	9	3	TBD
problem	kidney_failure	22	6	TBD
hypercalcemia	kidney_failure	9	2	TBD
surgery	infection	76	26	TBD
problem	surgery	48	104	TBD
surgery	injury	61	37	TBD
trauma	surgery	24	35	TBD
surgery	condition	18	6	TBD
disease	surgery	5	2	TBD
surgery	breast_cancer	2	3	TBD
surgery	issue	85	28	TBD
depression	fatigue	178	83	TBD
fatigue	injury	67	26	TBD
pain	fatigue	41	74	TBD
problem	fatigue	19	33	TBD
anxiety	fatigue	41	22	TBD
exhaustion	fatigue	9	12	TBD
weight_gain	fatigue	2	6	TBD
loss_of_appetite	fatigue	2	7	TBD
lack_of_energy	fatigue	4	6	TBD
confusion	fatigue	3	4	TBD
damage	fatigue	5	13	TBD
tension	fatigue	13	15	TBD
fatigue	anger	5	2	TBD
fatigue	change	4	7	TBD
distress	fatigue	4	3	TBD
hot_flash	fatigue	5	3	TBD
fatigue	hearing_loss	4	6	TBD
fatigue	inactivity	6	13	TBD
bad_posture	fatigue	4	3	TBD
medical_condition	fatigue	39	15	TBD
fatigue	nausea	3	7	TBD
disability	fatigue	12	4	TBD
heart_failure	fatigue	4	3	TBD
fatigue	psychological_factor	3	5	TBD
lack_of_exercise	stress	8	20	TBD
depression	lack_of_exercise	16	8	TBD
illness	lack_of_exercise	24	22	TBD
high_blood_pressure	kidney_disease	101	295	TBD
high_blood_pressure	kidney_damage	40	14	TBD
high_blood_pressure	condition	80	118	TBD
high_blood_pressure	arteriosclerosis	19	22	TBD
high_blood_pressure	disease	74	36	TBD
high_blood_pressure	hardening_of_the_artery	9	23	TBD
high_blood_pressure	atherosclerosis	23	12	TBD
high_blood_pressure	chronic_kidney_disease	38	12	TBD
high_blood_pressure	diabetes	22	71	TBD
high_blood_pressure	hypertension	14	8	TBD
high_blood_pressure	illness	11	5	TBD
high_blood_pressure	inflammation	16	9	TBD
high_blood_pressure	change	4	6	TBD
high_blood_pressure	depression	16	5	TBD
high_blood_pressure	side_effect	2	6	TBD
high_blood_pressure	chronic_renal_failure	4	3	TBD
high_blood_pressure	blood_vessel	11	8	TBD
high_blood_pressure	renal_failure	2	4	TBD
high_blood_pressure	narrowing_of_the_artery	7	13	TBD
high_blood_pressure	preeclampsia	3	5	TBD
high_blood_pressure	medical_condition	6	23	TBD
high_blood_pressure	asthma	4	17	TBD
high_blood_pressure	serious_condition	8	5	TBD
high_blood_pressure	serious_disease	3	10	TBD
murder	rape	3	2	TBD
anemia	pregnancy	2	7	TBD
pregnancy	infection	5	3	TBD
pregnancy	medical_condition	6	2	TBD
hormone_level	pregnancy	2	3	TBD
marriage	pregnancy	3	4	TBD
hiv	condition	22	6	TBD
discrimination	hiv	4	16	TBD
virus	hiv	19	5	TBD
pressure	stress	64	13	TBD
inflammation	pressure	9	5	TBD
heat	pressure	4	12	TBD
pressure	force	5	2	TBD
pressure	injury	9	8	TBD
pressure	failure	2	3	TBD
action	event	28	26	TBD
action	feeling	13	59	TBD
action	confusion	18	25	TBD
action	conflict	24	7	TBD
action	stress	26	6	TBD
action	anger	14	38	TBD
action	conviction	34	30	TBD
action	poverty	6	4	TBD
action	fear	20	19	TBD
action	reflection	20	18	TBD
action	error	7	9	TBD
action	frustration	5	3	TBD
action	incident	7	8	TBD
action	demonstration	12	6	TBD
action	consciousness	10	23	TBD
action	threat	2	5	TBD
action	personal_injury	7	8	TBD
action	grievance	5	2	TBD
action	character	4	11	TBD
action	depression	5	24	TBD
action	hatred	4	3	TBD
action	disability	4	2	TBD
trauma	injury	258	52	TBD
trauma	infection	28	8	TBD
trauma	loss	25	34	TBD
disorder	trauma	15	62	TBD
trauma	disease	29	22	TBD
trauma	behavior	10	9	TBD
trauma	dislocation	7	5	TBD
trauma	nerve_damage	34	41	TBD
trauma	stroke	10	3	TBD
illness	trauma	5	17	TBD
trauma	addiction	13	7	TBD
trauma	cancer	7	4	TBD
trauma	change	4	2	TBD
trauma	shock	6	2	TBD
trauma	complication	8	6	TBD
trauma	head_injury	3	11	TBD
trauma	surgery	24	35	TBD
trauma	experience	3	8	TBD
trauma	hospitalization	2	3	TBD
trauma	alcoholism	4	3	TBD
poverty	deforestation	22	28	TBD
environmental_degradation	deforestation	5	11	TBD
pollution	deforestation	3	9	TBD
acid_rain	deforestation	4	2	TBD
flooding	soil_erosion	6	12	TBD
symptom	ulcer	6	17	TBD
disease	ulcer	12	5	TBD
inflammation	ulcer	24	15	TBD
disease	sickness	49	45	TBD
anxiety	sickness	7	4	TBD
damage	sickness	8	6	TBD
sickness	accident	8	17	TBD
complication	sickness	7	3	TBD
disease	mutation	112	470	TBD
mutation	resistance	73	22	TBD
mutation	change	44	11	TBD
mutation	human_disease	22	8	TBD
syndrome	mutation	13	27	TBD
mutation	oi	5	4	TBD
mutation	gene	11	28	TBD
damage	mutation	35	13	TBD
mutation	fap	12	4	TBD
attack	fear	14	4	TBD
attack	anxiety	6	17	TBD
attack	stress	14	64	TBD
attack	illness	3	2	TBD
asthma	airway_inflammation	14	9	TBD
asthma	anxiety	11	3	TBD
asthma	bronchospasm	33	16	TBD
asthma	inflammation	46	43	TBD
asthma	high_blood_pressure	17	4	TBD
asthma	narrowing_of_the_airway	4	3	TBD
asthma	gerd	15	30	TBD
asthma	disease	9	3	TBD
asthma	bronchitis	4	11	TBD
asthma	acid_reflux	5	16	TBD
asthma	chronic_inflammation	3	11	TBD
asthma	eczema	5	19	TBD
asthma	condition	9	19	TBD
asthma	allergic_rhinitis	3	4	TBD
depression	side_effect	10	13	TBD
side_effect	symptom	14	5	TBD
side_effect	nausea	17	6	TBD
side_effect	withdrawal	8	12	TBD
side_effect	dizziness	32	8	TBD
side_effect	weight_gain	8	2	TBD
side_effect	disease	27	17	TBD
high_blood_pressure	side_effect	2	6	TBD
side_effect	headache	6	7	TBD
side_effect	diarrhea	7	9	TBD
side_effect	damage	5	6	TBD
side_effect	obesity	11	3	TBD
birth_defect	side_effect	3	14	TBD
illness	side_effect	2	3	TBD
side_effect	serious_problem	6	2	TBD
iron_deficiency	pica	5	6	TBD
anemia	congestive_heart_failure	8	4	TBD
anemia	weight_loss	4	3	TBD
anemia	inflammation	5	21	TBD
anemia	folate_deficiency	20	18	TBD
anemia	pregnancy	2	7	TBD
anemia	red_blood_cell	10	14	TBD
anemia	neutropenia	3	5	TBD
anemia	anxiety	6	3	TBD
anemia	gastrointestinal_bleeding	6	9	TBD
illness	exhaustion	18	30	TBD
confusion	exhaustion	3	7	TBD
exhaustion	fatigue	9	12	TBD
exhaustion	lack_of_sleep	3	5	TBD
exhaustion	fever	2	6	TBD
failure	accident	53	37	TBD
problem	failure	94	48	TBD
war	failure	8	14	TBD
fire	failure	12	23	TBD
disease	failure	4	12	TBD
delay	failure	12	30	TBD
failure	crisis	5	8	TBD
confusion	failure	17	9	TBD
failure	condition	9	30	TBD
failure	overload	6	2	TBD
consequence	failure	10	4	TBD
penalty	failure	2	7	TBD
pressure	failure	2	3	TBD
dehydration	failure	4	2	TBD
repair	failure	3	2	TBD
growth	failure	2	7	TBD
serious_problem	failure	3	2	TBD
failure	overheating	3	9	TBD
illness	failure	5	3	TBD
inflammation	emphysema	6	5	TBD
emphysema	lung_damage	4	10	TBD
damage	emphysema	3	2	TBD
murder	execution	7	2	TBD
murder	rape	3	2	TBD
pulmonary_embolism	condition	2	4	TBD
effect	medication	2	5	TBD
depression	alcoholism	35	47	TBD
alcoholism	poverty	9	2	TBD
anxiety	alcoholism	3	7	TBD
pain	alcoholism	4	9	TBD
trauma	alcoholism	4	3	TBD
alcoholism	symptom	9	2	TBD
alcoholism	abuse	4	8	TBD
action	personal_injury	7	8	TBD
liver_damage	cirrhosis	14	13	TBD
goiter	hypothyroidism	8	6	TBD
type_2_diabetes	obesity	223	193	TBD
type_2_diabetes	insulin_resistance	54	241	TBD
excess_weight	type_2_diabetes	19	5	TBD
inflammation	type_2_diabetes	8	14	TBD
type_2_diabetes	impaired_glucose_tolerance	12	3	TBD
type_2_diabetes	condition	10	21	TBD
type_2_diabetes	hypertension	4	3	TBD
depression	type_2_diabetes	7	3	TBD
disease	wound	2	9	TBD
fight	wound	5	3	TBD
problem	conflict	25	66	TBD
stress	conflict	23	48	TBD
poverty	conflict	63	34	TBD
tension	conflict	103	93	TBD
confusion	conflict	17	20	TBD
separation	conflict	5	16	TBD
conflict	anger	12	23	TBD
migration	conflict	10	6	TBD
growth	conflict	3	11	TBD
frustration	conflict	6	27	TBD
prejudice	conflict	4	3	TBD
food_shortage	conflict	2	3	TBD
conflict	disruption	3	5	TBD
conflict	resentment	5	2	TBD
division	conflict	10	7	TBD
action	conflict	24	7	TBD
conflict	emotion	2	6	TBD
political_instability	conflict	2	4	TBD
conflict	loss	5	4	TBD
struggle	conflict	2	3	TBD
pain	serious_injury	3	6	TBD
serious_injury	infection	2	4	TBD
fitness	hard_work	8	10	TBD
success	growth	9	8	TBD
success	confidence	15	31	TBD
success	challenge	6	3	TBD
money	success	2	5	TBD
success	change	16	14	TBD
pride	success	4	7	TBD
success	popularity	3	7	TBD
success	enthusiasm	4	12	TBD
success	happiness	8	24	TBD
pain	success	2	8	TBD
success	promotion	6	2	TBD
success	self-confidence	4	3	TBD
support	success	13	3	TBD
success	opportunity	3	10	TBD
success	freedom	2	3	TBD
success	motivation	6	15	TBD
abortion	infection	33	50	TBD
stress	abortion	5	8	TBD
abortion	poverty	3	5	TBD
hemorrhoid	constipation	584	257	TBD
pain	constipation	7	32	TBD
disease	constipation	54	64	TBD
discomfort	constipation	9	42	TBD
obstruction	constipation	4	5	TBD
colon_cancer	constipation	67	19	TBD
stress	constipation	27	6	TBD
constipation	nausea	20	9	TBD
constipation	condition	49	160	TBD
cancer	constipation	11	5	TBD
colitis	constipation	6	3	TBD
constipation	diarrhea	9	2	TBD
depression	constipation	6	12	TBD
constipation	blockage	9	6	TBD
constipation	infection	2	6	TBD
illness	constipation	7	2	TBD
inflammation	hemorrhoid	19	39	TBD
hemorrhoid	condition	5	16	TBD
hemorrhoid	constipation	584	257	TBD
mortality	arrhythmia	2	7	TBD
delirium	mortality	5	2	TBD
internal_bleeding	blood_clot	2	7	TBD
congestive_heart_failure	complication	4	9	TBD
congestive_heart_failure	fluid_retention	11	19	TBD
anemia	congestive_heart_failure	8	4	TBD
stress	event	24	84	TBD
action	event	28	26	TBD
violence	event	10	15	TBD
resurrection	event	4	14	TBD
invasion	event	5	8	TBD
event	condition	18	23	TBD
world_war_ii	event	6	27	TBD
event_b	event	3	13	TBD
event	infection	6	4	TBD
disease	event	2	6	TBD
trigger	event	2	9	TBD
landslide	event	3	8	TBD
hazard	event	5	3	TBD
consumption	production	16	9	TBD
high_blood_pressure	renal_failure	2	4	TBD
severe_weather	lightning	2	3	TBD
disease	hunger	14	35	TBD
malnutrition	hunger	8	18	TBD
war	hunger	10	3	TBD
dehydration	hunger	10	9	TBD
liability	bodily_injury	6	9	TBD
lack_of_sleep	stress	67	37	TBD
depression	lack_of_sleep	20	71	TBD
anxiety	lack_of_sleep	35	49	TBD
pain	lack_of_sleep	15	7	TBD
exhaustion	lack_of_sleep	3	5	TBD
coronary_artery_disease	hypertension	5	21	TBD
death	loss	133	27	TBD
problem	loss	21	22	TBD
bankruptcy	loss	17	12	TBD
gain	loss	7	10	TBD
trauma	loss	25	34	TBD
damage	loss	128	172	TBD
injury	loss	165	95	TBD
issue	loss	10	5	TBD
anger	loss	3	11	TBD
change	loss	45	13	TBD
stress	loss	21	11	TBD
condition	loss	18	13	TBD
conflict	loss	5	4	TBD
cost	loss	7	20	TBD
litigation	loss	21	6	TBD
identity_theft	loss	29	16	TBD
dementia	loss	7	5	TBD
complication	loss	6	2	TBD
data_breach	loss	4	3	TBD
disorder	loss	3	2	TBD
fire	explosion	94	109	TBD
chain_reaction	explosion	15	14	TBD
tsunami	explosion	6	19	TBD
earthquake	explosion	10	14	TBD
accident	explosion	43	21	TBD
crash	explosion	14	12	TBD
problem	explosion	3	5	TBD
derailment	explosion	3	2	TBD
leak	explosion	9	4	TBD
malfunction	explosion	3	12	TBD
problem	issue	35	122	TBD
stress	issue	28	27	TBD
death	issue	6	20	TBD
anxiety	issue	8	9	TBD
war	issue	4	18	TBD
issue	loss	10	5	TBD
disorder	issue	7	14	TBD
frustration	issue	4	7	TBD
violence	issue	4	8	TBD
disease	issue	11	3	TBD
addiction	issue	5	15	TBD
obesity	issue	7	3	TBD
issue	injury	8	3	TBD
divorce	issue	4	6	TBD
issue	disruption	5	3	TBD
error	issue	11	10	TBD
misunderstanding	issue	2	6	TBD
issue	symptom	6	3	TBD
issue	change	6	29	TBD
challenge	issue	2	4	TBD
surgery	issue	85	28	TBD
illness	heart_trouble	3	12	TBD
poverty	corruption	36	126	TBD
poor_governance	corruption	4	3	TBD
anxiety	anger	10	31	TBD
problem	anger	10	31	TBD
stress	anger	60	35	TBD
death	anger	10	19	TBD
action	anger	14	38	TBD
pain	anger	41	19	TBD
anger	symptom	11	13	TBD
behavior	anger	8	17	TBD
destruction	anger	2	8	TBD
anger	sin	34	10	TBD
sadness	anger	15	6	TBD
feeling	anger	11	3	TBD
disappointment	anger	15	8	TBD
crime	anger	2	8	TBD
abuse	anger	9	3	TBD
hurt	anger	11	8	TBD
anger	emotion	5	11	TBD
separation	anger	3	6	TBD
addiction	anger	3	2	TBD
drug_use	anger	3	5	TBD
fatigue	anger	5	2	TBD
loss_of_control	anger	3	2	TBD
conflict	anger	12	23	TBD
punishment	anger	5	6	TBD
anger	loss	3	11	TBD
anger	resentment	8	22	TBD
argument	anger	5	8	TBD
reaction	anger	7	3	TBD
delusion	anger	3	4	TBD
jealousy	anger	5	2	TBD
divorce	anger	5	4	TBD
arrest	anger	3	2	TBD
loneliness	anger	4	2	TBD
chronic_pain	stress	11	19	TBD
pain	chronic_pain	6	16	TBD
chronic_pain	problem	18	6	TBD
chronic_pain	symptom	14	3	TBD
chronic_pain	emotional_distress	5	2	TBD
bacteria	acne	603	405	TBD
anxiety	acne	5	15	TBD
irritation	acne	17	12	TBD
acne	infection	21	40	TBD
rosacea	acne	4	9	TBD
oily_skin	acne	40	15	TBD
sebaceous_gland	acne	9	2	TBD
dry_skin	acne	8	2	TBD
wrinkle	acne	3	2	TBD
type_2_diabetes	insulin_resistance	54	241	TBD
insulin_resistance	obesity	164	264	TBD
insulin_resistance	weight_gain	70	17	TBD
metabolic_syndrome	insulin_resistance	27	45	TBD
insulin_resistance	pcos	113	41	TBD
insulin_resistance	hyperinsulinemia	34	13	TBD
insulin_resistance	hypertension	59	15	TBD
type_2_diabetes_mellitus	insulin_resistance	7	13	TBD
insulin_resistance	high_blood_sugar	24	6	TBD
high_insulin_level	insulin_resistance	36	8	TBD
inflammation	insulin_resistance	41	26	TBD
insulin_resistance	condition	30	31	TBD
disorder	insulin_resistance	6	14	TBD
steatosis	insulin_resistance	21	7	TBD
syndrome	insulin_resistance	7	13	TBD
insulin_resistance	fatty_liver	8	19	TBD
insulin_resistance	impaired_glucose_tolerance	3	5	TBD
acanthosis_nigricans	insulin_resistance	7	2	TBD
metabolic_disorder	insulin_resistance	8	2	TBD
excess_weight	insulin_resistance	14	5	TBD
lipoatrophy	insulin_resistance	5	3	TBD
chronic_inflammation	insulin_resistance	4	3	TBD
suffering	death	10	44	TBD
pain	suffering	53	12	TBD
suffering	damage	5	4	TBD
violence	suffering	30	13	TBD
suffering	life	7	3	TBD
death	permanent_disability	11	3	TBD
pain	tension	45	152	TBD
tension	problem	37	19	TBD
tension	stress	27	111	TBD
tension	conflict	103	93	TBD
anxiety	tension	35	8	TBD
discomfort	tension	4	18	TBD
tension	insomnia	16	5	TBD
tension	condition	23	6	TBD
tension	muscle_pain	8	2	TBD
tension	divorce	5	4	TBD
tension	fatigue	13	15	TBD
tension	infertility	5	2	TBD
tension	situation	6	21	TBD
tension	incident	5	3	TBD
tension	frustration	9	4	TBD
tension	injury	2	3	TBD
tension	emotion	4	3	TBD
brain_injury	condition	16	21	TBD
tumor	brain_injury	5	2	TBD
problem	cerebral_palsy	17	21	TBD
cerebral_palsy	complication	7	10	TBD
disease	cardiovascular_disease	4	9	TBD
cardiovascular_disease	condition	9	19	TBD
inflammation	cardiovascular_disease	41	16	TBD
endothelial_dysfunction	cardiovascular_disease	7	2	TBD
imbalance	condition	8	6	TBD
stress	imbalance	53	11	TBD
imbalance	infection	5	2	TBD
vibration	imbalance	3	7	TBD
imbalance	change	8	6	TBD
gene	breast_cancer	32	28	TBD
surgery	breast_cancer	2	3	TBD
fire	crash	14	21	TBD
crash	explosion	14	12	TBD
crash	caffeine	2	9	TBD
kidney_disease	hypertension	27	50	TBD
hypertension	diabetes	41	30	TBD
chronic_kidney_disease	hypertension	16	24	TBD
coronary_artery_disease	hypertension	5	21	TBD
atherosclerosis	hypertension	6	16	TBD
hypertension	condition	19	55	TBD
disease	hypertension	22	8	TBD
high_blood_pressure	hypertension	14	8	TBD
disorder	hypertension	18	7	TBD
insulin_resistance	hypertension	59	15	TBD
hypertension	arteriosclerosis	5	4	TBD
increase	hypertension	18	4	TBD
hypertension	hyperinsulinemia	10	5	TBD
renal_disease	hypertension	26	6	TBD
blood_vessel	hypertension	2	3	TBD
type_2_diabetes	hypertension	4	3	TBD
proteinuria	hypertension	5	8	TBD
endothelial_dysfunction	hypertension	7	8	TBD
metabolic_syndrome	hypertension	12	3	TBD
crf	hypertension	2	3	TBD
weight_gain	weight_loss	5	12	TBD
anemia	weight_loss	4	3	TBD
anorexia	weight_loss	22	70	TBD
vomiting	weight_loss	13	4	TBD
illness	weight_loss	24	5	TBD
stress	weight_loss	24	16	TBD
depression	drinking	5	11	TBD
drinking	stress	6	11	TBD
drinking	smoking	5	9	TBD
error	collision	7	3	TBD
delay	problem	138	103	TBD
delay	cost_overrun	9	2	TBD
delay	failure	12	30	TBD
delay	difficulty	8	13	TBD
delay	confusion	7	15	TBD
delay	uncertainty	12	17	TBD
delay	inefficiency	7	8	TBD
delay	shortage	6	7	TBD
delay	complication	16	25	TBD
delay	concern	4	7	TBD
delay	trouble	4	5	TBD
delay	disruption	3	4	TBD
delay	stress	13	7	TBD
delay	serious_problem	2	6	TBD
depression	vitamin_d_deficiency	23	72	TBD
disease	vitamin_d_deficiency	13	51	TBD
condition	vitamin_d_deficiency	28	26	TBD
cancer	vitamin_d_deficiency	14	35	TBD
obesity	vitamin_d_deficiency	22	15	TBD
scurvy	rickets	4	9	TBD
head_injury	concussion	14	6	TBD
trauma	head_injury	3	11	TBD
cancer	toxin	63	139	TBD
depression	toxin	2	6	TBD
toxin	food	2	3	TBD
toxin	stress	2	6	TBD
eczema	allergy	12	59	TBD
reaction	allergy	19	51	TBD
allergic_rhinitis	allergy	2	6	TBD
chronic_inflammation	allergy	4	10	TBD
substance	allergy	54	16	TBD
antibiotic	allergy	3	2	TBD
dust_mite	allergy	65	20	TBD
allergy	particle	22	7	TBD
allergy	hay_fever	4	3	TBD
allergy	food_item	3	2	TBD
violence	fear	18	68	TBD
death	fear	61	27	TBD
pain	fear	43	71	TBD
panic	fear	8	26	TBD
fear	symptom	19	7	TBD
fear	behavior	21	11	TBD
